pr	head_sha	event	workflow	run_id	attempt	run_attempt	job_id	job	labels	runner_id	conclusion	started_at	completed_at	api_elapsed_seconds	runner_elapsed_seconds	url
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	Arnes tests	33485406679	1	1	99784198250	arnes	ubuntu-latest	1000008464	success	2026-09-01T08:07:07Z	2026-09-01T08:08:07Z	60	60	https://github.com/SebastienElet/dotfiles/actions/runs/33485406679/job/99784198250
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	Lint	33485406724	1	1	99784198466	Lua	macos-latest	1000008465	success	2026-09-01T08:07:07Z	2026-09-01T08:07:20Z	13	13	https://github.com/SebastienElet/dotfiles/actions/runs/33485406724/job/99784198466
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	Lint	33485406724	1	1	99784198673	Shell scripts	macos-latest	1000008472	success	2026-09-01T08:07:23Z	2026-09-01T08:07:42Z	19	19	https://github.com/SebastienElet/dotfiles/actions/runs/33485406724/job/99784198673
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	Lint	33485406724	1	1	99784198682	Fish shell (macos-latest)	macos-latest	1000008466	success	2026-09-01T08:07:07Z	2026-09-01T08:07:23Z	16	16	https://github.com/SebastienElet/dotfiles/actions/runs/33485406724/job/99784198682
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	Lint	33485406724	1	1	99784198687	Fish shell (ubuntu-latest)	ubuntu-latest	1000008469	success	2026-09-01T08:07:07Z	2026-09-01T08:07:24Z	17	17	https://github.com/SebastienElet/dotfiles/actions/runs/33485406724/job/99784198687
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	Lint	33485406724	1	1	99784198742	Text configuration	ubuntu-latest	1000008470	success	2026-09-01T08:07:07Z	2026-09-01T08:07:24Z	17	17	https://github.com/SebastienElet/dotfiles/actions/runs/33485406724/job/99784198742
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	Smoke tests	33485406617	1	1	99784198085	Minimal macOS profile	macos-latest	1000008471	success	2026-09-01T08:07:20Z	2026-09-01T08:10:30Z	190	190	https://github.com/SebastienElet/dotfiles/actions/runs/33485406617/job/99784198085
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	TypeScript	33485406728	1	1	99784198358	TypeScript lint	ubuntu-latest	1000008463	success	2026-09-01T08:07:06Z	2026-09-01T08:07:14Z	8	8	https://github.com/SebastienElet/dotfiles/actions/runs/33485406728/job/99784198358
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	TypeScript	33485406728	1	1	99784198603	Bun tests	ubuntu-latest	1000008467	success	2026-09-01T08:07:07Z	2026-09-01T08:07:33Z	26	26	https://github.com/SebastienElet/dotfiles/actions/runs/33485406728/job/99784198603
280	49f7766d943626a7db8d79231fc5c20267b7dba1	pull_request	TypeScript	33485406728	1	1	99784198774	TypeScript types	ubuntu-latest	1000008468	success	2026-09-01T08:07:07Z	2026-09-01T08:07:17Z	10	10	https://github.com/SebastienElet/dotfiles/actions/runs/33485406728/job/99784198774
280	49f7766d943626a7db8d79231fc5c20267b7dba1	push	TypeScript	33485404254	1	1	99784190978	Bun tests	ubuntu-latest	1000008455	success	2026-09-01T08:07:05Z	2026-09-01T08:07:36Z	31	31	https://github.com/SebastienElet/dotfiles/actions/runs/33485404254/job/99784190978
280	49f7766d943626a7db8d79231fc5c20267b7dba1	push	TypeScript	33485404254	1	1	99784191144	TypeScript types	ubuntu-latest	1000008456	success	2026-09-01T08:07:05Z	2026-09-01T08:07:14Z	9	9	https://github.com/SebastienElet/dotfiles/actions/runs/33485404254/job/99784191144
280	49f7766d943626a7db8d79231fc5c20267b7dba1	push	TypeScript	33485404254	1	1	99784191184	TypeScript lint	ubuntu-latest	1000008457	success	2026-09-01T08:07:04Z	2026-09-01T08:07:13Z	9	9	https://github.com/SebastienElet/dotfiles/actions/runs/33485404254/job/99784191184
280	49f7766d943626a7db8d79231fc5c20267b7dba1	push	Lint	33485404527	1	1	99784191851	Lua	macos-latest	1000008458	success	2026-09-01T08:07:06Z	2026-09-01T08:07:25Z	19	19	https://github.com/SebastienElet/dotfiles/actions/runs/33485404527/job/99784191851
280	49f7766d943626a7db8d79231fc5c20267b7dba1	push	Lint	33485404527	1	1	99784192075	Shell scripts	macos-latest	1000008459	success	2026-09-01T08:07:06Z	2026-09-01T08:07:27Z	21	21	https://github.com/SebastienElet/dotfiles/actions/runs/33485404527/job/99784192075
280	49f7766d943626a7db8d79231fc5c20267b7dba1	push	Lint	33485404527	1	1	99784192191	Text configuration	ubuntu-latest	1000008462	success	2026-09-01T08:07:05Z	2026-09-01T08:07:24Z	19	19	https://github.com/SebastienElet/dotfiles/actions/runs/33485404527/job/99784192191
280	49f7766d943626a7db8d79231fc5c20267b7dba1	push	Lint	33485404527	1	1	99784192203	Fish shell (ubuntu-latest)	ubuntu-latest	1000008461	success	2026-09-01T08:07:05Z	2026-09-01T08:07:25Z	20	20	https://github.com/SebastienElet/dotfiles/actions/runs/33485404527/job/99784192203
280	49f7766d943626a7db8d79231fc5c20267b7dba1	push	Lint	33485404527	1	1	99784192262	Fish shell (macos-latest)	macos-latest	1000008460	success	2026-09-01T08:07:06Z	2026-09-01T08:07:16Z	10	10	https://github.com/SebastienElet/dotfiles/actions/runs/33485404527/job/99784192262
283	bd7512fba9f593071002b2c5ac928d7cfb81f403	pull_request	Code search tests	33508003437	1	1	99856595088	code-search	macos-latest	1000008872	success	2026-09-01T12:30:02Z	2026-09-01T12:33:39Z	217	217	https://github.com/SebastienElet/dotfiles/actions/runs/33508003437/job/99856595088
283	bd7512fba9f593071002b2c5ac928d7cfb81f403	pull_request	Agent Memory tests	33508003514	2	2	99857342145	agent-memory (ubuntu-latest)	ubuntu-latest	1000008889	success	2026-09-01T12:32:23Z	2026-09-01T12:33:13Z	50	50	https://github.com/SebastienElet/dotfiles/actions/runs/33508003514/job/99857342145
283	bd7512fba9f593071002b2c5ac928d7cfb81f403	pull_request	Agent Memory tests	33508003514	2	2	99857342414	agent-memory (macos-latest)	macos-latest	1000008890	success	2026-09-01T12:32:26Z	2026-09-01T12:34:27Z	121	121	https://github.com/SebastienElet/dotfiles/actions/runs/33508003514/job/99857342414
283	bd7512fba9f593071002b2c5ac928d7cfb81f403	pull_request	Smoke tests	33508003438	1	1	99856595443	Minimal macOS profile	macos-latest	1000008883	success	2026-09-01T12:30:23Z	2026-09-01T12:35:03Z	280	280	https://github.com/SebastienElet/dotfiles/actions/runs/33508003438/job/99856595443
283	bd7512fba9f593071002b2c5ac928d7cfb81f403	pull_request	Agent Handoff tests	33508003445	1	1	99856595318	agent-handoff (macos-latest)	macos-latest	1000008891	success	2026-09-01T12:35:02Z	2026-09-01T12:35:32Z	30	30	https://github.com/SebastienElet/dotfiles/actions/runs/33508003445/job/99856595318
283	bd7512fba9f593071002b2c5ac928d7cfb81f403	pull_request	Agent Handoff tests	33508003445	1	1	99856595641	agent-handoff (ubuntu-latest)	ubuntu-latest	1000008874	success	2026-09-01T12:30:00Z	2026-09-01T12:30:20Z	20	20	https://github.com/SebastienElet/dotfiles/actions/runs/33508003445/job/99856595641
